VehicleName,Timestamp,Latitude,Longitude,RoadTemp
204557,2014-02-20 23:30:12.000000,46.75309,-92.13898,31.0
204557,2014-02-20 23:40:16.000000,46.75086,-92.14797,31.8
204557,2014-02-20 23:50:14.000000,46.73606,-92.19227,29.8
204557,2014-02-21 00:00:12.000000,46.70977,-92.27645,29.3
204557,2014-02-21 00:22:29.000000,46.70146,-92.27521,33.3
204557,2014-02-21 00:30:25.000000,46.70145,-92.2752,33.0
204557,2014-02-21 00:40:29.000000,46.70169,-92.27573,29.3
204557,2014-02-21 00:50:27.000000,46.7018,-92.2748,28.0
204557,2014-02-21 01:00:25.000000,46.70188,-92.31158,25.3
204557,2014-02-21 01:10:27.000000,46.6992,-92.38506,23.0
204557,2014-02-21 01:20:25.000000,46.69877,-92.45695,23.3
204557,2014-02-21 01:30:29.000000,46.69963,-92.39941,22.3
204557,2014-02-21 01:40:27.000000,46.6996,-92.32338,20.8
204557,2014-02-21 01:50:29.000000,46.71711,-92.24808,21.0
204557,2014-02-21 02:00:27.000000,46.7309,-92.20262,22.0
204557,2014-02-21 02:10:25.000000,46.72559,-92.22374,20.5
204557,2014-02-21 02:20:29.000000,46.70399,-92.30253,24.0
204557,2014-02-21 02:30:27.000000,46.72155,-92.23742,20.8
204557,2014-02-21 02:40:25.000000,46.71936,-92.24333,21.0
204557,2014-02-21 02:50:27.000000,46.70371,-92.3029,25.0
204557,2014-02-21 03:00:25.000000,46.69721,-92.36461,17.8
204557,2014-02-21 03:10:29.000000,46.69954,-92.41602,18.5
204557,2014-02-21 03:20:27.000000,46.69717,-92.33748,19.0
204557,2014-02-21 03:30:25.000000,46.70158,-92.27534,17.0
204557,2014-02-21 03:40:29.000000,46.70846,-92.27941,18.3
204557,2014-02-21 03:50:27.000000,46.70118,-92.3158,18.3
204557,2014-02-21 04:00:29.000000,46.7175,-92.24702,18.3
204557,2014-02-21 04:10:27.000000,46.71998,-92.24176,17.5
204557,2014-02-21 04:20:25.000000,46.70476,-92.29063,17.8
204557,2014-02-21 05:04:48.000000,46.70175,-92.27562,30.0
204557,2014-02-21 05:10:20.000000,46.7044,-92.29492,28.5
204557,2014-02-21 05:20:17.000000,46.69738,-92.37348,18.3
204557,2014-02-21 05:30:09.000000,46.69445,-92.44695,15.8
204557,2014-02-21 05:40:19.000000,46.69216,-92.45357,14.3
204557,2014-02-21 05:50:17.000000,46.69337,-92.45681,14.8
204557,2014-02-21 06:00:09.000000,46.6996,-92.40182,12.8
204557,2014-02-21 06:10:19.000000,46.69969,-92.32256,12.8
204557,2014-02-21 06:20:17.000000,46.71641,-92.24981,12.5
204557,2014-02-21 06:30:17.000000,46.73916,-92.18421,13.0
204557,2014-02-21 06:40:17.000000,46.72107,-92.23902,12.8
204557,2014-02-21 06:50:11.000000,46.70416,-92.30342,12.8
204557,2014-02-21 07:00:19.000000,46.71778,-92.24625,12.8
204557,2014-02-21 07:10:17.000000,46.72495,-92.21994,11.5
204557,2014-02-21 07:20:15.000000,46.72497,-92.21995,11.3
204557,2014-02-21 07:30:19.000000,46.73792,-92.18537,12.5
204557,2014-02-21 07:40:17.000000,46.71892,-92.24431,12.5
204557,2014-02-21 07:50:09.000000,46.70477,-92.29022,12.5
204557,2014-02-21 08:00:19.000000,46.70159,-92.27545,13.3
204557,2014-02-21 08:10:17.000000,46.70118,-92.27611,10.3
204557,2014-02-21 08:20:15.000000,46.70855,-92.27923,12.8
204557,2014-02-21 08:30:15.000000,46.69673,-92.3474,11.0
204557,2014-02-21 08:40:13.000000,46.69976,-92.42408,11.3
204557,2014-02-21 08:50:19.000000,46.69953,-92.41665,11.3
204557,2014-02-21 09:00:17.000000,46.69649,-92.3469,12.3
204557,2014-02-21 09:10:15.000000,46.70712,-92.27849,13.5
204557,2014-02-21 09:20:15.000000,46.70327,-92.27807,13.3
204557,2014-02-21 09:30:19.000000,46.69694,-92.34144,14.5
204557,2014-02-21 09:40:17.000000,46.69985,-92.41584,12.8
204557,2014-02-21 09:50:17.000000,46.69625,-92.36703,12.8
204557,2014-02-21 10:00:19.000000,46.70468,-92.29117,17.3
204557,2014-02-21 10:10:17.000000,46.70125,-92.27621,15.3
204557,2014-02-21 10:20:15.000000,46.70176,-92.31224,17.0
204557,2014-02-21 10:30:15.000000,46.71502,-92.2532,17.3
204557,2014-02-21 10:40:17.000000,46.74037,-92.18232,17.5
204557,2014-02-21 10:50:17.000000,46.71475,-92.25463,18.0
204557,2014-02-21 11:00:15.000000,46.69838,-92.33202,18.5
204557,2014-02-21 11:10:19.000000,46.6998,-92.41757,16.3
204557,2014-02-21 11:20:17.000000,46.69637,-92.35444,17.5
204557,2014-02-21 11:30:09.000000,46.70128,-92.27595,16.5
204557,2014-02-21 11:46:01.000000,46.70157,-92.27529,17.3
204557,2014-02-21 12:50:58.000000,46.70161,-92.27553,20.5
204557,2014-02-21 13:59:02.000000,46.70127,-92.27623,19.8
204557,2014-02-21 14:00:02.000000,46.70126,-92.27621,20.5
204557,2014-02-21 14:10:03.000000,46.70421,-92.27789,23.3
204557,2014-02-21 14:20:03.000000,46.70485,-92.28978,28.5
204557,2014-02-21 14:30:05.000000,46.70565,-92.28662,24.0
